type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	rea_LOVE	rea_HAHA	rea_WOW	rea_SAD	rea_ANGRY	rea_THANKFUL
video	post_page_15704546335	15704546335_594250021045503	https://www.facebook.com/FoxNews/videos/594250021045503/	" America is a force for good in the Middle East.   Secretary Pompeo delivers remarks on “A Force for Good: America Reinvigorated in the Middle East. "	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/49418309_594270924376746_9071702074319699968_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=0fe58af8fd72aa3e6545c452d4aeb904&oe=5CB8124C	https://scontent.xx.fbcdn.net/v/t15.5256-10/s12x12/49418309_594270924376746_9071702074319699968_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=3fd61b277fe0e19d5aca4e9615b44732&oe=5CD3AC4E	https://www.facebook.com/FoxNews/videos/594250021045503/	facebook.com	2019-01-10T14:00:15+0000	1547128815	"2019-01-10 15:00:15"	2320	2468	3600	985	7053	1146	53	15	9	57	0
video	post_page_15704546335	15704546335_10157724818256336	https://www.facebook.com/15704546335/posts/10157724818256336/	"AMAZING SAVE: Police officers came to the rescue of a seal that was trapped in plastic on the beach in Ocean Shores  Washington."	https://scontent.xx.fbcdn.net/v/t15.5256-10/p130x130/49707266_306614090200368_1435988492550144000_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=d4d82f84aea046d9a1f31c9f11588e89&oe=5CD7B3EE	https://scontent.xx.fbcdn.net/v/t15.5256-10/49707266_306614090200368_1435988492550144000_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=3f6ba4cc9342de94190c45b2c6598d86&oe=5CC2830F	https://www.facebook.com/FoxNews/videos/306612556867188/	facebook.com	2019-01-10T13:45:00+0000	1547127900	"2019-01-10 14:45:00"	2622	294	3624	688	4606	828	4	20	141	9	0
link	post_page_15704546335	15704546335_10157721348786336	https://www.facebook.com/15704546335/posts/10157721348786336/	"An Oklahoma family is counting their blessings after an intense fire charred their truck – but left their Bible untouched."	https://external.xx.fbcdn.net/safe_image.php?d=AQB6Dpv6JPk_dZkp&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2018%2F09%2Feecc7b61-bible.jpg&cfs=1&_nc_hash=AQBLqO1Wg3PxDIyM	https://external.xx.fbcdn.net/safe_image.php?d=AQBGrq-7vcq8nKPB&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2018%2F09%2Feecc7b61-bible.jpg&_nc_hash=AQAI_v0RjDaSuuL6	https://www.foxnews.com/auto/thank-you-jesus-mans-truck-goes-up-in-flames-bible-remains-untouched	foxnews.com	2019-01-10T13:15:00+0000	1547126100	"2019-01-10 14:15:00"	12164	1531	16324	2849	20704	3119	188	846	4	3	0
link	post_page_15704546335	15704546335_10157719871231336	https://www.facebook.com/15704546335/posts/10157719871231336/	"“The fact that the police are so vilified in the media and the political system  constantly subject to false allegations that lead to discipline and other forms of harassment  certainly take its toll on police officers.”  For the third year in a row  the number of police officers who committed suicide reportedly outnumbered those killed in the line of duty."	https://external.xx.fbcdn.net/safe_image.php?d=AQAycQe8dx32QqP_&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2Fpolice-officers.jpg&cfs=1&_nc_hash=AQAZoihj1FzcyCV2	https://external.xx.fbcdn.net/safe_image.php?d=AQBAHdSSayzgvN9U&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2Fpolice-officers.jpg&_nc_hash=AQBpF6WpOanX5W18	https://www.foxnews.com/us/police-suicides-rising-unions-scathing-statement-says-vilification-is-leading-cause-of-despair	foxnews.com	2019-01-10T12:45:00+0000	1547124300	"2019-01-10 13:45:00"	1121	1673	6921	2621	11215	17	53	121	4664	945	0
link	post_page_15704546335	15704546335_10157726713501336	https://www.facebook.com/15704546335/posts/10157726713501336/	"Iran’s president on Thursday confirmed the coming launch of two new satellites into orbit as the U.S. remained concerned that the Iran-made rockets could help further its ballistic missile development."	https://external.xx.fbcdn.net/safe_image.php?d=AQAOB6aQKdI5WOzO&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2018%2F11%2FIRAN.jpg&cfs=1&sx=277&sy=0&sw=720&sh=720&_nc_hash=AQAFgCP8l-stM9vK	https://external.xx.fbcdn.net/safe_image.php?d=AQA5fMlfHWx-fHxE&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2018%2F11%2FIRAN.jpg&_nc_hash=AQBqp0tQiYY7VqmC	https://www.foxnews.com/world/us-worried-as-iran-poised-to-launch-satellites-says-it-could-advance-missile-technology	foxnews.com	2019-01-10T12:15:00+0000	1547122500	"2019-01-10 13:15:00"	314	1486	1576	386	3448	15	184	96	24	943	0
photo	post_page_15704546335	15704546335_10157726808646336	https://www.facebook.com/15704546335/posts/10157726808646336/	"Ivanka Trump tweeted to celebrate after her father  President Donald J. Trump  signed the bipartisan Women’s Entrepreneurship and Economic Empowerment Act into law Wednesday.   “We are taking robust action to advance women’s economic opportunities and increase prosperity and stability around the world ” she wrote in another tweet."	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/49676391_10157726806156336_369362097919754240_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=c14fbe5d55a4db6bc03bd652242c544c&oe=5CCCF075	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/49742717_10157726806151336_6535375078299795456_o.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=18ef39f6aba08680263028aaf598011a&oe=5C8CED68	https://www.facebook.com/FoxNews/photos/a.184044921335/10157726806146336/?type=3	facebook.com	2019-01-10T11:45:00+0000	1547120700	"2019-01-10 12:45:00"	7961	2077	9345	1263	12685	1146	192	14	3	29	0
video	post_page_15704546335	15704546335_10157726905656336	https://www.facebook.com/15704546335/posts/10157726905656336/	"Fox News shared a live video."	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/49902830_139925446902887_3596316394867654656_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=c9b244574859742424c68d0d2464b001&oe=5CCB8E94	https://scontent.xx.fbcdn.net/v/t15.5256-10/49902830_139925446902887_3596316394867654656_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=276f7dc3eddaf8dca03cd71cd56daa32&oe=5CCC7D66	https://www.facebook.com/FoxNewsUpdate/videos/139914296904002/	facebook.com	2019-01-10T11:13:58+0000	1547118838	"2019-01-10 12:13:58"	1771	757	2889	501	4147	79	29	27	588	395	0
link	post_page_15704546335	15704546335_10157726505091336	https://www.facebook.com/15704546335/posts/10157726505091336/	"Some Republican senators are signaling support for spending bills that would end the ongoing partial federal government shutdown without including money for President Trump s proposed border wall."	https://external.xx.fbcdn.net/safe_image.php?d=AQA4xb33ZBDnyRkV&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2018%2F09%2FLisa20Murkowski.jpg&cfs=1&sx=232&sy=0&sw=493&sh=493&_nc_hash=AQCNC5dL6gpVLB4t	https://external.xx.fbcdn.net/safe_image.php?d=AQDWJhi3-OatHnCf&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2018%2F09%2FLisa20Murkowski.jpg&_nc_hash=AQBXGwPo1tD_c91r	https://www.foxnews.com/politics/some-gop-senators-signal-support-for-funding-bills-without-border-wall-cash	foxnews.com	2019-01-10T10:40:00+0000	1547116800	"2019-01-10 11:40:00"	2210	10749	19428	1970	32147	257	158	184	860	15759	0
link	post_page_15704546335	15704546335_10157726404501336	https://www.facebook.com/15704546335/posts/10157726404501336/	"Dozens of staffers at the U.S. Embassy in Cuba fell sick after reportedly hearing mysterious noises in their hotels or homes — now researchers have a new idea about the cause."	https://external.xx.fbcdn.net/safe_image.php?d=AQDopXejDncd6Gsx&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FUS-Embsassy-NO-REUSE.jpg&cfs=1&_nc_hash=AQBjix_FWwMVNZkX	https://external.xx.fbcdn.net/safe_image.php?d=AQBVhBzn_gKwvHD5&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FUS-Embsassy-NO-REUSE.jpg&_nc_hash=AQA6fByNNb8AL0yh	https://www.foxnews.com/science/mysterious-sounds-recorded-at-cuba-embassy-were-crickets	foxnews.com	2019-01-10T10:04:17+0000	1547114657	"2019-01-10 11:04:17"	595	446	1328	149	1923	1	467	221	9	35	0
link	post_page_15704546335	15704546335_10157726638381336	https://www.facebook.com/15704546335/posts/10157726638381336/	"A Texas State University student said she’s been reduced to tears  harassed and bullied by Cleveland Indians pitcher Trevor Bauer and his fans after she defended her favorite Houston Astros player on Twitter."	https://external.xx.fbcdn.net/safe_image.php?d=AQB_YPHG9xQI2V9O&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FTB.jpg&cfs=1&sx=297&sy=0&sw=720&sh=720&_nc_hash=AQD49ntw-B9cANjX	https://external.xx.fbcdn.net/safe_image.php?d=AQCgZ5f_K4GhViSu&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FTB.jpg&_nc_hash=AQA1Q4fjKyX-s9Nh	https://www.foxnews.com/sports/texas-college-student-reports-indian-pitcher-trevor-bauer-for-alleged-harrassment-over-twitter	foxnews.com	2019-01-10T09:40:00+0000	1547113200	"2019-01-10 10:40:00"	575	1017	2365	150	3532	5	1448	230	46	61	0
link	post_page_15704546335	15704546335_10157726503006336	https://www.facebook.com/15704546335/posts/10157726503006336/	"A police officer in Shreveport  Louisiana  died Wednesday night after being shot at least four times  including at least once in the head  according to reports."	https://scontent.xx.fbcdn.net/v/t39.2147-6/c50.0.130.130a/p130x130/50349539_336623243605182_7455904410850295808_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=9500c4b58f4096cb2f3ae5b82e530831&oe=5CC4A42F	https://scontent.xx.fbcdn.net/v/t39.2147-6/50349539_336623243605182_7455904410850295808_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=3615756a9e3bd78e0fa5df5cb0b06c58&oe=5CB74564	https://www.foxnews.com/us/louisiana-police-officer-dies-after-being-shot-multiple-times-reports	foxnews.com	2019-01-10T09:00:00+0000	1547110800	"2019-01-10 10:00:00"	4401	7046	82880	22278	112204	191	62	1000	58255	18971	0
link	post_page_15704546335	15704546335_10157726451496336	https://www.facebook.com/15704546335/posts/10157726451496336/	"Special Delivery — A FedEx employee in South Carolina says she was prompted by God to halt her route  go back to a customer s house and pray with a woman whose husband has cancer."	https://external.xx.fbcdn.net/safe_image.php?d=AQCLIH5BrquAzqb5&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FAmandaRiggan.jpg&cfs=1&sx=197&sy=0&sw=720&sh=720&_nc_hash=AQDCQM76iBcBgePz	https://external.xx.fbcdn.net/safe_image.php?d=AQBrpjQXFMoRUnV2&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FAmandaRiggan.jpg&_nc_hash=AQDaSfqksOJrbgBL	https://www.foxnews.com/us/fedex-worker-goes-viral-for-stop-she-didnt-have-to-make-i-pray-every-day-for-the-lord-to-use-me	foxnews.com	2019-01-10T08:00:00+0000	1547107200	"2019-01-10 09:00:00"	47336	2395	64635	7203	74233	16834	235	153	61	16	0
video	post_page_15704546335	15704546335_10157725771531336	https://www.facebook.com/15704546335/posts/10157725771531336/	" If you look at the speeches last night  Donald Trump used a word in this speech  he said  compromise.  The Democrats  if you look at Chuck Schumer and Nancy Pelosi s speech the word compromise didn t reach in.   The  Special Report  panel discusses the standoff between President Donald J. Trump and the Democrats over border wall funding. https://fxn.ws/2FnORWb"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/49807944_306033866708421_493617327154135040_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=d510518a5128bed3f5d81a7f5c60c4b9&oe=5CC76C2F	https://scontent.xx.fbcdn.net/v/t15.5256-10/49807944_306033866708421_493617327154135040_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=fd8f73cdba0682deb1b20ef21f4dc15e&oe=5CC98B74	https://www.facebook.com/SpecialReport/videos/849350942069774/	facebook.com	2019-01-10T07:22:38+0000	1547104958	"2019-01-10 08:22:38"	1206	1438	1382	255	3075	76	60	10	11	19	0
link	post_page_15704546335	15704546335_10157726273561336	https://www.facebook.com/15704546335/posts/10157726273561336/	"Liberal music superstar Cher has a message for House Speaker Nancy Pelosi."	https://external.xx.fbcdn.net/safe_image.php?d=AQAYOo1xFc2cEmjt&w=130&h=130&url=https%3A%2F%2Fmedia2.foxnews.com%2FBrightCove%2F694940094001%2F2018%2F11%2F06%2F694940094001_5858306310001_5858307461001-vs.jpg&cfs=1&sx=360&sy=0&sw=720&sh=720&_nc_hash=AQBWQa3Fxc3zbfw6	https://external.xx.fbcdn.net/safe_image.php?d=AQC3N6GoXtyLtu2e&url=https%3A%2F%2Fmedia2.foxnews.com%2FBrightCove%2F694940094001%2F2018%2F11%2F06%2F694940094001_5858306310001_5858307461001-vs.jpg&_nc_hash=AQAKpAKV3KiUqgfh	https://www.foxnews.com/entertainment/cher-demands-pelosi-end-partial-government-shutdown-fund-border-wall-dont-die-on-this-hill	foxnews.com	2019-01-10T06:21:36+0000	1547101296	"2019-01-10 07:21:36"	43055	12700	64080	9102	85882	1756	11488	6389	158	1234	0
video	post_page_15704546335	15704546335_10157724744541336	https://www.facebook.com/15704546335/posts/10157724744541336/	"LUCKY ESCAPE: Dramatic footage released by the Ohio State Highway Patrol shows an out-of-control car crashing into two police vehicles in Cincinnati  Ohio."	https://scontent.xx.fbcdn.net/v/t15.5256-10/p130x130/50290414_284714762189822_615421560286609408_n.jpg?_nc_cat=107&_nc_ht=scontent.xx&oh=4753b3a52fe9e3c59f793dc5d030ee56&oe=5CC14FE4	https://scontent.xx.fbcdn.net/v/t15.5256-10/50290414_284714762189822_615421560286609408_n.jpg?_nc_cat=107&_nc_ht=scontent.xx&oh=eb88a30b74a473903a82ceaec47cc709&oe=5C8C550A	https://www.facebook.com/FoxNews/videos/284714388856526/	facebook.com	2019-01-10T06:00:00+0000	1547100000	"2019-01-10 07:00:00"	169	146	520	138	804	2	4	294	35	16	0
photo	post_page_15704546335	15704546335_10157723571466336	https://www.facebook.com/15704546335/posts/10157723571466336/	"On  Hannity   Sen. Lindsey Graham said Republicans  deserve to be punished  if they  give in  and don t support President Trump s efforts to secure the border. https://bit.ly/2Fj4dep"	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/49597597_10157723570541336_4867718459280064512_n.jpg?_nc_cat=100&_nc_ht=scontent.xx&oh=349c50b9c8b0949c46e0bf12d3312bb8&oe=5CC012A8	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/49899972_10157723570536336_1057751574857646080_o.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=87224d43b045528cb950612c069ec180&oe=5CC024B3	https://www.facebook.com/FoxNews/photos/a.184044921335/10157723570531336/?type=3	facebook.com	2019-01-10T05:40:31+0000	1547098831	"2019-01-10 06:40:31"	8524	3526	9801	787	14114	672	249	78	184	94	0
link	post_page_15704546335	15704546335_10157726209496336	https://www.facebook.com/15704546335/posts/10157726209496336/	"Democratic Party megadonor Ed Buck faces new questions this week after Los Angeles County sheriff’s detectives opened an investigation into the second death of a man at his home in less than two years — and a third man came forward with an account of what he called drug-fueled interactions with the well-connected Californian."	https://external.xx.fbcdn.net/safe_image.php?d=AQDqe3JOw_Gl4FGk&w=130&h=130&url=https%3A%2F%2Fmedia2.foxnews.com%2FBrightCove%2F694940094001%2F2019%2F01%2F08%2F694940094001_5987255563001_5987254451001-vs.jpg&cfs=1&sx=355&sy=0&sw=720&sh=720&_nc_hash=AQBx0zbXuef_CI3k	https://external.xx.fbcdn.net/safe_image.php?d=AQCCJgOMitXaUEv5&url=https%3A%2F%2Fmedia2.foxnews.com%2FBrightCove%2F694940094001%2F2019%2F01%2F08%2F694940094001_5987255563001_5987254451001-vs.jpg&_nc_hash=AQC49tjz565UEn8p	https://www.foxnews.com/politics/ed-buck-california-democratic-megadonor-second-death-sharpened-focus	foxnews.com	2019-01-10T05:20:00+0000	1547097600	"2019-01-10 06:20:00"	2210	1465	4836	1834	8135	25	244	1376	75	906	0
link	post_page_15704546335	15704546335_10157726249886336	https://www.facebook.com/15704546335/posts/10157726249886336/	"Just one day after he walked out of a contentious White House meeting with congressional leaders  President Donald J. Trump is preparing to personally visit the southern border as he continues to contemplate whether to declare a national emergency to fund a wall there."	https://external.xx.fbcdn.net/safe_image.php?d=AQB2Zc5pFPEufcOy&w=130&h=130&url=https%3A%2F%2Fmedia2.foxnews.com%2FBrightCove%2F694940094001%2F2019%2F01%2F08%2F694940094001_5987073636001_5987067018001-vs.jpg&cfs=1&_nc_hash=AQCXvNbB3XJ2sacv	https://external.xx.fbcdn.net/safe_image.php?d=AQBZjV5JTUP344ay&url=https%3A%2F%2Fmedia2.foxnews.com%2FBrightCove%2F694940094001%2F2019%2F01%2F08%2F694940094001_5987073636001_5987067018001-vs.jpg&_nc_hash=AQD2-TWdR3Q6SDDq	https://www.foxnews.com/politics/trump-set-to-visit-southern-border-as-ongoing-federal-shutdown-over-wall-funding-continues	foxnews.com	2019-01-10T05:01:00+0000	1547096460	"2019-01-10 06:01:00"	7388	3218	8832	601	12651	1207	172	13	7	45	0
photo	post_page_15704546335	15704546335_10157725274811336	https://www.facebook.com/15704546335/posts/10157725274811336/	"On  America s Newsroom   Democratic National Committee Chairman Tom Perez said Democrats are serious about border security  as they always have been  but they do not believe President s Trump s claims about the  manufactured crisis  at the border. https://bit.ly/2FiG8Fy"	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/49898540_10157725272486336_4219700137326280704_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=d5fe6b577a3bd0539ec79115cbd62cf8&oe=5CBE328F	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/49773469_10157725272491336_3034376987121549312_o.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=60f6cc4247527ca149e3ac7f37d63274&oe=5CBF6C5B	https://www.facebook.com/FoxNews/photos/a.184044921335/10157725272476336/?type=3	facebook.com	2019-01-10T04:36:42+0000	1547095002	"2019-01-10 05:36:42"	1032	8408	9163	510	18081	85	3441	155	159	4291	0
link	post_page_15704546335	15704546335_10157723505011336	https://www.facebook.com/15704546335/posts/10157723505011336/	"A Philadelphia-area homeless man accused of conspiring with a New Jersey couple to scam GoFundMe donors out of hundreds of thousands of dollars failed to appear at his scheduled court date."	https://external.xx.fbcdn.net/safe_image.php?d=AQALLz0eBkLbzgHV&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2018%2F12%2FJohnny-Bobbitt.jpg&cfs=1&sx=90&sy=0&sw=576&sh=576&_nc_hash=AQCj7O-XU7XLz7hY	https://external.xx.fbcdn.net/safe_image.php?d=AQAjnJNUM12ToRJ8&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2018%2F12%2FJohnny-Bobbitt.jpg&_nc_hash=AQC943uv0hGhQwOT	https://www.foxnews.com/us/homeless-man-accused-of-role-in-gofundme-scam-misses-court-date	foxnews.com	2019-01-10T03:55:04+0000	1547092504	"2019-01-10 04:55:04"	410	699	1659	249	2607	3	417	170	27	632	0
video	post_page_15704546335	15704546335_10157725959651336	https://www.facebook.com/15704546335/posts/10157725959651336/	"THURSDAY: Sean Hannity interviews President Donald J. Trump at the southern border. Tune in to Fox News Channel at 9pm ET. https://bit.ly/2RiEXfv"	https://scontent.xx.fbcdn.net/v/t15.5256-10/p130x130/49697356_278037079535981_1730584396781584384_n.jpg?_nc_cat=107&_nc_ht=scontent.xx&oh=1f97a8adc088607bd2ed9f8d4a5f1e03&oe=5CCECC81	https://scontent.xx.fbcdn.net/v/t15.5256-10/49697356_278037079535981_1730584396781584384_n.jpg?_nc_cat=107&_nc_ht=scontent.xx&oh=2f058734ff994d6739e4770ae3f92f51&oe=5CCF6160	https://www.facebook.com/FoxNews/videos/278036109536078/	facebook.com	2019-01-10T03:05:00+0000	1547089500	"2019-01-10 04:05:00"	2938	1601	3608	565	5774	458	179	9	3	21	0
video	post_page_15704546335	15704546335_286738498864468	https://www.facebook.com/FoxNews/videos/286738498864468/	" Fighting for speech is always the right fight.  — Tucker Carlson"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/49568801_286738355531149_6633768999479934976_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=79478322c32125b0808b873f6d0dd54c&oe=5CBDC6CC	https://scontent.xx.fbcdn.net/v/t15.5256-10/49568801_286738355531149_6633768999479934976_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=6bb337a1875faf06240dc8d5aa894a1a&oe=5CBEDF3E	https://www.facebook.com/FoxNews/videos/286738498864468/	facebook.com	2019-01-10T02:36:10+0000	1547087770	"2019-01-10 03:36:10"	4533	1562	5260	1198	8020	546	147	11	7	16	0
link	post_page_15704546335	15704546335_10157723395031336	https://www.facebook.com/15704546335/posts/10157723395031336/	"Two members of Congress who each survived gunshot wounds in recent years shared an embrace on the House floor Tuesday as they marked the eighth anniversary of the attack against one of them."	https://external.xx.fbcdn.net/safe_image.php?d=AQBj-35GQPfQtzEJ&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FAP19004691593457.jpg&cfs=1&sx=233&sy=0&sw=683&sh=683&_nc_hash=AQDQaxcAsqW54M2U	https://external.xx.fbcdn.net/safe_image.php?d=AQDcVcJ8LIWzBrnc&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FAP19004691593457.jpg&_nc_hash=AQDSN6bxSQLLKz-8	https://www.foxnews.com/politics/steve-scalise-gabby-giffords-embrace-before-democratic-lawmakers-unveil-gun-control-bill	foxnews.com	2019-01-10T02:15:13+0000	1547086513	"2019-01-10 03:15:13"	1421	1007	1760	129	2896	145	79	33	35	47	0
video	post_page_15704546335	15704546335_10157725776016336	https://www.facebook.com/15704546335/posts/10157725776016336/	" Every morning  our day starts with crying     In an emotional interview on  The Story   Reggie Singh  the brother of slain police Corporal Ronil Singh  called for stricter immigration laws after his brother was killed by a suspected illegal immigrant. https://bit.ly/2QBqGpd"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/49902093_273251826688792_7164695985979916288_n.jpg?_nc_cat=106&_nc_ht=scontent.xx&oh=345d24a200d85214e9f41e1a4f41af27&oe=5CCC7154	https://scontent.xx.fbcdn.net/v/t15.5256-10/49902093_273251826688792_7164695985979916288_n.jpg?_nc_cat=106&_nc_ht=scontent.xx&oh=dbe5a7435095b7a673379af500b67e77&oe=5CCE71A6	https://www.facebook.com/FoxNews/videos/273250340022274/	facebook.com	2019-01-10T01:41:32+0000	1547084492	"2019-01-10 02:41:32"	3338	1558	7602	3540	12700	401	11	18	3776	58	0
photo	post_page_15704546335	15704546335_10157723533116336	https://www.facebook.com/15704546335/posts/10157723533116336/	"Masterpiece Cakeshop owner Jack Phillips  who a court is allowing to sue the state of Colorado in a religious discrimination case  joined “The Ingraham Angle” Tuesday.   He has accused the Colorado Civil Rights Commission of anti-religious bias because it punished him for refusing to bake a cake celebrating gender transition. https://fxn.ws/2FoN2IH"	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/49606050_10157723532211336_5553421270965551104_n.png?_nc_cat=106&_nc_ht=scontent.xx&oh=f3288ef1914f40120da759461e4bd4e8&oe=5CB5B4A0	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/49572441_10157723532206336_7172655002761035776_o.png?_nc_cat=105&_nc_ht=scontent.xx&oh=a54e5e0f8398806c378a77939d511d24&oe=5CC1E3DB	https://www.facebook.com/FoxNews/photos/a.184044921335/10157723532201336/?type=3	facebook.com	2019-01-10T01:09:38+0000	1547082578	"2019-01-10 02:09:38"	5754	1317	6669	489	8475	815	48	19	18	15	0
link	post_page_15704546335	15704546335_10157725777891336	https://www.facebook.com/15704546335/posts/10157725777891336/	"Even if the partial government shutdown continues through February  those who require food assistance will still be able to receive benefits  the U.S. Department of Agriculture confirmed."	https://external.xx.fbcdn.net/safe_image.php?d=AQAMejtWjDoQs6Vq&w=130&h=130&url=https%3A%2F%2Fa57.foxnews.com%2Fstatic.foxbusiness.com%2Ffoxbusiness.com%2Fcontent%2Fuploads%2F2018%2F05%2F0%2F0%2FCaptiol-building-ap1.jpg%3Fve%3D1%26tl%3D1&cfs=1&_nc_hash=AQAe6jWV2-mLJ4qy	https://external.xx.fbcdn.net/safe_image.php?d=AQAzIqkgqUDbpZSW&url=https%3A%2F%2Fa57.foxnews.com%2Fstatic.foxbusiness.com%2Ffoxbusiness.com%2Fcontent%2Fuploads%2F2018%2F05%2F0%2F0%2FCaptiol-building-ap1.jpg%3Fve%3D1%26tl%3D1&_nc_hash=AQBtcFpLemwLDD8D	https://www.foxbusiness.com/politics/trump-to-fund-food-stamps-despite-government-shutdown	foxbusiness.com	2019-01-10T00:39:26+0000	1547080766	"2019-01-10 01:39:26"	3872	2701	4606	2005	9312	323	49	49	22	291	0
link	post_page_15704546335	15704546335_10157724501701336	https://www.facebook.com/15704546335/posts/10157724501701336/	"The county opened its meetings with a prayer and asked its residents to stand and join in. The ACLU called that practice  coercive. "	https://external.xx.fbcdn.net/safe_image.php?d=AQBf_JH4dlaJQOqj&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FRowan-County.jpg&cfs=1&sx=337&sy=0&sw=720&sh=720&_nc_hash=AQBgGfuXH_3ydkq4	https://external.xx.fbcdn.net/safe_image.php?d=AQA1vcb1K3eaRlRZ&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FRowan-County.jpg&_nc_hash=AQAgmIeCOuUHsA45	https://www.foxnews.com/us/cost-of-prayer-north-carolina-county-pays-285k-for-opening-meetings-in-jesus-name	foxnews.com	2019-01-10T00:06:51+0000	1547078811	"2019-01-10 01:06:51"	1536	2268	8265	1243	11776	142	95	890	793	4809	0
